mediatype,htype,dc_type_de,count,rdf_type_w,rdf_type_m,notes,mapped
mt002,,Einzelblattsammlung,22,http://purl.org/vra/Work,,2D artwork — sparte006,yes
mt002,,Ereignisbild,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Erinnerungen,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Erinnerungs-Vedute / Stadtansicht,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Erinnerungsabzeichen,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Erinnerungsstück,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Ersttagspostkarte,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Exilschrift,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Exilzeitschrift,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Exzerpt,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Fachzeitschrift,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Fahnenspitze,10,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Faksimile,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Fassboden,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Feldpostbrief,10,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Feldpostkarte,7,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Feuerzeug,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Figur,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Figur / Frau,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Figurgefäß,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Filmprogramm,3,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Flasche,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Flugblatt,20,http://purl.org/vra/Work,,2D artwork — sparte006,yes
mt002,,Foto,140,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,Photo Work — sparte006,yes
mt002,,Fotocollage,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Fotografie,150,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,Photo Work — sparte006,yes
mt002,,Fotografie (Lichtbild),2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Fotografisches Negativ,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Fotomappe,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Fotomechanische Reproduktion,188,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,Photo Work — sparte006,yes
mt002,,Fragment (Menschliche Figur),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Frontispiz,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Fußbecher,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Gedenkmünze,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Gedicht,6,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Gedichtbuch,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Gefallenenbuch,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Gefäß,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Geldschein,82,http://purl.org/vra/Work,,3D object — any sector,yes
mt002,,Geldschein / Notgeld,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Gemälde,10,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Gemme,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Gemälde,549,http://purl.org/vra/Work,,2D artwork — sparte006,yes
mt002,,Genre,3,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Geschenkmappe,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Gipsabguss,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Gipse,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Glasdia,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Glaubensbekenntnis,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Glockenspielaufsatz,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Glückwunschalbum,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Goethe-Bildnis auf Elfenbein,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Goldschmiedemodell,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Grafik,42,http://purl.org/vra/Work,,2D artwork — sparte006,yes
mt002,,Grafik (Gruppenporträt),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Grafitstiftzeichnung,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Graphik,55,http://purl.org/vra/Work,,2D artwork — sparte006,yes
mt002,,Gruppenfoto,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Grußkarte,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Götterstatuette,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Halbrelief,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Halterung,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Handschrift,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Handzeichnung,17,http://purl.org/vra/Work,,2D artwork — sparte006,yes
mt002,,Handzettel,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Heft,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Hieb- und Stoßwaffe,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Holzmodell,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Holzstich,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Humpen,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Illustration,4,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Informationsblatt,4,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Informationsschild,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Inszenierung,40,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Jeton,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Jubiläumspostkarte,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kalender,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kalligraphie (allgemein),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kaltnadelradierung,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kameo,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kanne,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Karikatur,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Karte,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kartenspiel,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,"Kartenspiel, Quartett",1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kassette,5,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kasten- / Kästchengriff,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Katabori-Netsuke,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Katalog,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Katalog und Preisliste,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Keine Angabe,4,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kettenanhämger,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kindertheater,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Klappsonnenuhr,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kleidung,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kleinplastik,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kleinskulptur,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kohlezeichnung,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kondolenzbrief,3,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Konfirmationsschein,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Konvolut Zigarrenkisten-Etiketten (11),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Konzertprogramm,3,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kopf,3,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kopie,3,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Koppelschloss,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Koralle,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Korrespondenz,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kostümentwurf,9,http://purl.org/vra/Work,,2D artwork — sparte006,yes
mt002,,Kreidezeichnung,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Krug,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kunstdruck,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kupferstich,5,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kupferstich?,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kylix <Gefäß>,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Kästchen in Buchform,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Künstlerkarte,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Künstlerpostkarte,5,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Landkarte von Deutschland in den Grenzen von 1920,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Landschaftsdarstellung,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Langspielplatte,9,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Lichtpause,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Lichtpause Einzeichnung,5,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Liebigbilder-Album für Sammelbildchen (unvollständig),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Lithografie,5,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Lithografie (print),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Lithographie,3,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Ländermedaille,3,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Lösungsheft,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Malerei,58,http://purl.org/vra/Work,,2D artwork — sparte006,yes
mt002,,Manuskript,4,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Mappenwerk,71,http://purl.org/vra/Work,,2D artwork — sparte006,yes
mt002,,Maske,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Medaille,116,http://purl.org/vra/Work,,3D object — any sector,yes
mt002,,Medaillon,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Messer,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Messergriff,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Miniaturbüste,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Modell,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Monatsschrift,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Museumspostkarte,10,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Möbel,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Möbelbeschlag,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Münze,29,http://purl.org/vra/Work,,3D object — any sector,yes
mt002,,Nagelpflegemittelschachtel,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Nationalpreis (Probeguss),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Negativ,7,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,Photo Work — sparte006,yes
mt002,,Negativ s/w,19,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,Photo Work — sparte006,yes
mt002,,Netsuke,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Notenblatt,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Notenhandschrift,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Notenheft,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Notgeld,9,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Notgeldschein,20,http://purl.org/vra/Work,,3D object — any sector,yes
mt002,,Oblatenbogen (2),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Ofenplatte,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,"Optisches Gerät, Fotogerät*",2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Orchestrion,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Orden,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Papiergeld,5,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Papiertheaterbogen,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Partitur,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Pentagondodekaeder,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Personenmedaille,3,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Petschaft,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Pfeifenreiniger,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Pferdegeschirr (Gerät),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Philatelistischer Sonderdruck,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Plakat,127,http://purl.org/vra/Work,,2D artwork — sparte006,yes
mt002,,Plakette,6,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Plastik,10,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Plattenhülle,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Poesiealbum,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Politische Infopostkarte,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Portrait,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Porträt,14,http://purl.org/vra/Work,,2D artwork — sparte006,yes
mt002,,Porträtfoto,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Porträtfotografie,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Porträtpostkarte,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Porträttasse,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Positiv,16,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,Photo Work — sparte006,yes
mt002,,Postkarte,46,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,Photo Work — sparte006,yes
mt002,,Postkarte (Aquarell Goethes 1828),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Preis,4,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Pritschenfuß,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Probenfoto,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Profangrafik,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Profangrafiken in Bildermappe,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Programm,10,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Programmheft,32,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Programmheft XI,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Programmheft XII,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Programmheft XVII,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Programmheft XXV Spielzeit 1997/98,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Propagandaplakat,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Propagandaschrift,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Prägewerkzeug,4,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Punktierstich,4,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Quittung,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Radierung,9,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Raumschmuck,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Reiseführer,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Relief,7,http://purl.org/vra/Work,,3D object — any sector,yes
mt002,,Repro,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Reprofotografie,15,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,Photo Work — sparte006,yes
mt002,,Reprografie,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Rezept,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Rollenporträt,22,http://purl.org/vra/Work,,2D artwork — sparte006,yes
mt002,,Rosenkranz,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Rundplastik (Skulptur),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,"Rundplastik, männlich (Skulptur / Rundplastik)",1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Rundschild,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,SW-Foto,4,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Sammelbilder,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Sammelordner,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Sarg/Sarkophag (Grabausstattung),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Satirezeitschrift,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Satirisches Flugblatt,2,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Schale <Gefäß>,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Schallplatte,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Scharnierfibel,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Schaustellerzettel,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Schellackplatte,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Schlittschuh,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Schlossdarstellung,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,"Schmuck / Trachtelement
							(Nadel)",1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Schreibschatulle,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Schriftgut,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Schriftplakate,5,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Schriftproben (3),1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Schuber mit kleinen Leseheftchen,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
mt002,,Schulbuch,1,http://purl.org/vra/Work,,Sector default — sparte006,yes
