sector,sector_label,mediatype,dominant_signal,htype,dc_type_de,count,mapped_general,mapped_mt_specific,mapped_any,rdf_type_w,rdf_type_m,mt_specific_class,mapping_source,justification
sparte005,Media Library,VIDEO,dc:type,,Tonbild,1,yes,yes,yes,,http://www.ebu.ch/metadata/ontologies/ebucoreplus#EditorialWork,ebucoreplus:EditorialWork,lookup_dctype_to_class.csv | ebucoreplus | Historical audiovisual format (slide show with audio). Treated as standalone editorial work.; output/config/video_type2class.json | Historical audiovisual format (slide show with audio). Treated as standalone editorial work.,
sparte006,Museum,AUDIO,dc:type,,Audiofile,7,yes,yes,yes,,https://w3id.org/ac-ontology/aco#AudioManifestation,"fabio:Work | fabio:AudioDocument | ['mo:Record', 'aco:AudioClip'] | aco:AudioItem | aco:AudioFile",lookup_dctype_to_class.csv | aco | Often recordings of theater performances.; scripts/old-config/audio_type2class.json | Often recordings of theater performances.,
sparte006,Museum,AUDIO,dc:type,,Inszenierung,3,yes,yes,yes,,https://w3id.org/ac-ontology/aco#AudioManifestation,"fabio:Work | fabio:AudioDocument | ['mo:Record', 'aco:AudioClip'] | aco:AudioItem | aco:AudioFile",lookup_dctype_to_class.csv | aco | Often recordings of theater performances.; scripts/old-config/audio_type2class.json | Often recordings of theater performances.,
sparte006,Museum,PHOTO,dc:type,,Zeichnung,3167,yes,yes,yes,http://purl.org/vra/Work,,vra:Work,lookup_dctype_to_class.csv | vra | 2D artwork — sparte006; output/config/image_type2class.json | 2D artwork — sparte006,
sparte006,Museum,PHOTO,dc:type,,Druckgraphik,2576,yes,yes,yes,http://purl.org/vra/Work,,vra:Work,lookup_dctype_to_class.csv | vra | 2D artwork — sparte006; output/config/image_type2class.json | 2D artwork — sparte006,
sparte006,Museum,PHOTO,dc:type,,Gemälde,549,yes,yes,yes,http://purl.org/vra/Work,,vra:Work,lookup_dctype_to_class.csv | vra | 2D artwork — sparte006; output/config/image_type2class.json | 2D artwork — sparte006,
sparte006,Museum,PHOTO,dc:type,,Fotomechanische Reproduktion,188,yes,yes,yes,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,mocho:ImageWork,lookup_dctype_to_class.csv | mocho | Photo Work — sparte006; output/config/image_type2class.json | Photo Work — sparte006,
sparte006,Museum,PHOTO,dc:type,,Fotografie,150,yes,yes,yes,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,mocho:ImageWork,lookup_dctype_to_class.csv | mocho | Photo Work — sparte006; output/config/image_type2class.json | Photo Work — sparte006,
sparte006,Museum,PHOTO,dc:type,,Foto,140,yes,yes,yes,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,mocho:ImageWork,lookup_dctype_to_class.csv | mocho | Photo Work — sparte006; output/config/image_type2class.json | Photo Work — sparte006,
sparte006,Museum,PHOTO,dc:type,,Plakat,127,yes,yes,yes,http://purl.org/vra/Work,,vra:Work,lookup_dctype_to_class.csv | vra | 2D artwork — sparte006; output/config/image_type2class.json | 2D artwork — sparte006,
sparte006,Museum,PHOTO,dc:type,,Medaille,116,yes,yes,yes,http://purl.org/vra/Work,,vra:Work,lookup_dctype_to_class.csv | vra | 3D object — any sector; output/config/image_type2class.json | 3D object — any sector,
sparte006,Museum,PHOTO,dc:type,,Druckgrafik,82,yes,yes,yes,http://purl.org/vra/Work,,vra:Work,lookup_dctype_to_class.csv | vra | 2D artwork — sparte006; output/config/image_type2class.json | 2D artwork — sparte006,
sparte006,Museum,PHOTO,dc:type,,Geldschein,82,yes,yes,yes,http://purl.org/vra/Work,,vra:Work,lookup_dctype_to_class.csv | vra | 3D object — any sector; output/config/image_type2class.json | 3D object — any sector,
sparte006,Museum,TEXT,dc:type,,Druck,4,no,n/a,no,,,,,
sparte006,Museum,TEXT,dc:type,,Forschungs- und Entwicklungsbericht,2,no,n/a,no,,,,,
sparte006,Museum,TEXT,dc:type,,Zeitung,2,no,n/a,no,,,,,
sparte006,Museum,TEXT,dc:type,htype_001,Abschnitt,7,no,n/a,no,,,,,
sparte006,Museum,VIDEO,dc:type,,Videofilm,11,yes,yes,yes,,http://www.ebu.ch/metadata/ontologies/ebucoreplus#EditorialWork,ebucoreplus:EditorialWork,lookup_dctype_to_class.csv | ebucoreplus | General video film.; output/config/video_type2class.json | General video film.,
sparte006,Museum,VIDEO,dc:type,,Inszenierung,7,yes,yes,yes,,http://www.ebu.ch/metadata/ontologies/ebucoreplus#EditorialWork,ebucoreplus:EditorialWork,lookup_dctype_to_class.csv | ebucoreplus | Video recording of a theatrical or musical production.; output/config/video_type2class.json | Video recording of a theatrical or musical production.,
sparte007,Others,PHOTO,dc:type,,Postkarte,8,yes,yes,yes,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,mocho:Manifestation,lookup_dctype_to_class.csv | mocho | Default (D9); output/config/image_type2class.json | Default (D9),
sparte007,Others,PHOTO,dc:type,,Druck,7,yes,yes,yes,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,mocho:Manifestation,lookup_dctype_to_class.csv | mocho | Default (D9); output/config/image_type2class.json | Default (D9),
sparte007,Others,PHOTO,dc:type,,Einladung,7,yes,yes,yes,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,mocho:Manifestation,lookup_dctype_to_class.csv | mocho | Default (D9); output/config/image_type2class.json | Default (D9),
sparte007,Others,PHOTO,dc:type,,Schwarzweißfotografie,7,yes,yes,yes,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,mocho:Manifestation,lookup_dctype_to_class.csv | mocho | Default (D9); output/config/image_type2class.json | Default (D9),
sparte007,Others,PHOTO,dc:type,,Skulptur,7,yes,yes,yes,http://purl.org/vra/Work,,vra:Work,lookup_dctype_to_class.csv | vra | 3D object — any sector; output/config/image_type2class.json | 3D object — any sector,
sparte007,Others,PHOTO,dc:type,,Fotografie,6,yes,yes,yes,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,mocho:Manifestation,lookup_dctype_to_class.csv | mocho | Default (D9); output/config/image_type2class.json | Default (D9),
sparte007,Others,PHOTO,dc:type,,Zeichnung,5,yes,yes,yes,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,mocho:Manifestation,lookup_dctype_to_class.csv | mocho | Default (D9); output/config/image_type2class.json | Default (D9),
sparte007,Others,PHOTO,dc:type,,Gemälde,4,yes,yes,yes,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,mocho:Manifestation,lookup_dctype_to_class.csv | mocho | Default (D9); output/config/image_type2class.json | Default (D9),
sparte007,Others,PHOTO,dc:type,,Collage,3,yes,yes,yes,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,mocho:Manifestation,lookup_dctype_to_class.csv | mocho | Default (D9); output/config/image_type2class.json | Default (D9),
sparte007,Others,PHOTO,dc:type,,Druckgraphik,3,yes,yes,yes,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,mocho:Manifestation,lookup_dctype_to_class.csv | mocho | Default (D9); output/config/image_type2class.json | Default (D9),
sparte007,Others,TEXT,both,htype_001,Abschnitt,9,no,n/a,no,,,,,
sparte007,Others,TEXT,both,htype_020,mehrbändiges Werk,1,no,n/a,no,,,,,
sparte007,Others,TEXT,both,htype_021,Monografie,1,no,n/a,no,,,,,
